,year,month,day,hour,powerusage,date,weekday,day_name,weekday_status,season,날짜,MEF,min_cutoff,max_cutoff,변화율_100이상_주중,변화율_100미만_주중,변화율_100이상_주말,변화율_100미만_주말,최대제한,최소제한,optimized_powerusage,MEF_CO2
0,2020,1,1,0,46.09102421,2020-01-01 00:00:00,2,Wednesday,O,겨울,2020-01-01,0.6267347222793909,40.53,74.28,112.5196528164738,89.26814448126989,116.38140382501345,85.80610163342868,51.86146042064888,41.14460208467988,42.28204094000035,-2.387222071890077
1,2020,1,1,1,43.60392813,2020-01-01 01:00:00,2,Wednesday,O,겨울,2020-01-01,0.6891627860241827,38.25,65.55,110.19855562081885,89.91371091946955,114.09021734970437,86.63023005407771,48.05089899319992,39.205909888341466,42.28204094000006,-0.9109954586700377
2,2020,1,1,2,43.94392193,2020-01-01 02:00:00,2,Wednesday,O,겨울,2020-01-01,0.6814204191574972,42.41,70.28,108.61853507587425,90.23799060781593,117.77612692021498,85.31203031514507,47.73124425525185,39.65411214389937,42.41000000000007,-1.0452457244954323
3,2020,1,1,3,44.28982641,2020-01-01 03:00:00,2,Wednesday,O,겨울,2020-01-01,0.7217562860937817,44.19,75.46,108.00209059281022,90.26958760316596,113.3277187253113,87.84412683690012,47.83393844272659,39.980243650465084,44.19,-0.07205033893567926
4,2020,1,1,4,42.28204094,2020-01-01 04:00:00,2,Wednesday,O,겨울,2020-01-01,0.6983930224063919,40.2,75.81,109.57294350621746,88.87131598679447,114.71021744490544,85.58639438037589,46.329676832461935,37.5766062094532,42.28204094,0.0
5,2020,1,1,5,46.09674318,2020-01-01 05:00:00,2,Wednesday,O,겨울,2020-01-01,0.7025295719724087,46.09674318,75.59,110.35251278212172,90.24730340799074,117.42638991809898,85.17555362725157,50.86891440985132,41.60106767885688,46.09674318,0.0
6,2020,1,1,6,49.08068859,2020-01-01 06:00:00,2,Wednesday,O,겨울,2020-01-01,0.6659026534594816,49.08068859,81.9,106.1142109888989,92.21700089492393,122.36348873497124,83.35983252490279,52.081585445197035,45.260739036275126,49.08068859,0.0
7,2020,1,1,7,61.16092547,2020-01-01 07:00:00,2,Wednesday,O,겨울,2020-01-01,0.6549693724404029,61.16092547,106.83,107.32082574213138,93.04293001345421,126.09871351052271,80.15124673369802,65.63841024593354,56.90591708063299,61.16092547,0.0
8,2020,1,1,8,75.87868618,2020-01-01 08:00:00,2,Wednesday,O,겨울,2020-01-01,0.6673495769585976,75.87868618,134.3,107.32085186575615,92.28349140255516,137.7303809034642,72.24464087677644,81.4336523929198,70.02350083729212,75.87868618,0.0
9,2020,1,1,9,76.13018668,2020-01-01 09:00:00,2,Wednesday,O,겨울,2020-01-01,0.6289176738485138,76.13018668,138.16,106.93802358511698,91.93589164741154,142.09741819498424,73.7664164561624,81.41211698725198,69.99096593709693,76.13018668,0.0
10,2020,1,1,10,74.08670193,2020-01-01 10:00:00,2,Wednesday,O,겨울,2020-01-01,0.7201470656914111,74.08670193,147.23,109.5204165404295,90.67626308355939,137.67282002224877,76.82923246387111,81.14006455480242,67.17905275197928,74.08670193,0.0
11,2020,1,1,11,80.91914695,2020-01-01 11:00:00,2,Wednesday,O,겨울,2020-01-01,0.6852361871129085,80.91914695,155.26,107.58160480536847,90.03049286980705,143.95847269740207,77.78156035604846,87.05411688362437,72.85190682512844,80.91914695,0.0
